Region,Pol,Obrazovanje,Radni status,Nacionalnost,Mesto stanovanja,Starost kategorija,independent_summary
Zapadna Srbija sa Šumadijom,Žensko,Visoka  škola ili fakultet,"Zaposlen u javnoj administraciji (lokalna, republička)",bošnjačka,Grad (Urbano naselje),50 do 59,"Ispitanik koristi kablovsku televiziju i internet usluge, kao i striming aplikacije. Najčešće provodi 240 minuta dnevno gledajući televiziju, 150 minuta na informativnim internet portalima i društvenim mrežama, te 120 minuta na striming servisima. Ima poverenje u kablovske TV stanice, dok ne veruje u nacionalne i lokalne TV stanice. Prati medij NovaS zbog nepristrasnosti i usklađenosti sa svojim uverenjima. Zainteresovan je za dokumentarne, naučno-obrazovne, kulturne i sportske programe. Kombinuje više medija za pronalaženje sadržaja i smatra da su štetni sadržaji najzastupljeniji na televiziji."
Južna i Istočna Srbija,Muško,Četvorogodišnja srednja škola,Zaposlen kod privatnika,srpska ,Grad (Urbano naselje),50 do 59,"Ispitanik koristi kablovsku televiziju kao primarni izvor medijskih sadržaja, provodeći 180 minuta dnevno gledajući televiziju, dok internet usluge i informativne portale koristi u manjoj meri. Ima poverenje u kablovske i specijalizovane informativne kanale, dok ne veruje u nacionalne i lokalne TV stanice. Najčešće prati vesti i reportaže, a sportski program i filmski sadržaj su mu veoma zanimljivi. Kombinuje više medija za pronalaženje sadržaja, ali smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno u mediju Informer. Zainteresovan je za informativne i sportske programe, dok ga zabavni i kulturni sadržaji manje privlače."
Beograd,Muško,Visoka  škola ili fakultet,Zaposlen kod privatnika,srpska ,Grad (Urbano naselje),30 do 39,"Ispitanik koristi kablovsku televiziju, internet usluge i striming aplikacije, pri čemu najčešće koristi internet. Dnevno provodi 30 minuta uz televiziju, 60 minuta uz radio, 240 minuta na informativnim internet portalima, 60 minuta na društvenim mrežama i 40 minuta na striming servisima. Ima poverenje u društvene mreže YouTube, dok ne veruje u TV stanice i kablovske kanale. Prati vesti, dokumentarne filmove, pozorišne emisije i humorističke programe. Kombinuje više medija za pronalaženje sadržaja, a najviše štetnih sadržaja primećuje na internetu, posebno na portalu Kurir."
Beograd,Žensko,Visoka  škola ili fakultet,Zaposlen kod privatnika,srpska ,Grad (Urbano naselje),18 do 29,"Ispitanik ne koristi zemaljsku televiziju, ali koristi kablovsku televiziju, internet usluge i striming aplikacije, pri čemu najčešće koristi internet. Provodi 30 minuta na informativnim internet portalima, 60 minuta na društvenim mrežama i 120 minuta na striming servisima. Najčešće prati Instagram, ali nema poverenja u medije. Zainteresovan je za dečije, verske i filmske sadržaje, dok rijaliti i sportski program ne prati. Medijske sadržaje pronalazi isključivo preko jednog medija, različitih internet portala, i smatra da su štetni sadržaji najzastupljeniji na televiziji."
Zapadna Srbija sa Šumadijom,Muško,Dvogodišnja ili trogodišnja srednja škola,Nezaposlen (radno sposoban),srpska ,Selo (Ruralno naselje),18 do 29,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku televiziju, striming aplikacije i radio. Najčešće provodi 120 minuta dnevno gledajući televiziju i 300 minuta na društvenim mrežama, posebno TikToku, kojem ima puno poverenje. Ispitanik prati vesti i zabavne programe, dok ne pokazuje interesovanje za dokumentarne i kulturne sadržaje. Kombinuje više medija za pronalaženje sadržaja, a najčešće se oslanja na društvene mreže. Smatra da u medijima nema štetnih sadržaja i veruje u TV stanice i internet portale."
Južna i Istočna Srbija,Žensko,Dvogodišnja ili trogodišnja srednja škola,"Zaposlen u javnoj administraciji (lokalna, republička)",romska,Selo (Ruralno naselje),40 do 49,"Ispitanik koristi zemaljsku antenu za gledanje televizije, provodeći 360 minuta dnevno uz TV i 120 minuta uz radio. Ima puno poverenje u nacionalne TV stanice, posebno u Pink, koji je i jedini medij koji prati. Ne koristi kablovsku televiziju, internet usluge, striming aplikacije, društvene mreže ili informativne portale. Zainteresovan je za zabavni i rijaliti program, dok dokumentarne i sportske sadržaje ne prati. Smatra da u medijima nema štetnih sadržaja. Medijske sadržaje pronalazi isključivo preko Pinka."
Zapadna Srbija sa Šumadijom,Muško,Četvorogodišnja srednja škola,"Zaposlen u javnoj administraciji (lokalna, republička)",srpska ,Selo (Ruralno naselje),50 do 59,"Ispitanik koristi kablovsku televiziju kao primarnu medijsku uslugu, provodeći 150 minuta dnevno gledajući televiziju i 60 minuta na informativnim internet portalima. Ne koristi striming aplikacije i ne prati radio. Ima poverenje u medij N1, koji smatra da mu pravovremeno pruža informacije, ali ne smatra ga nepristrasnim. Zainteresovan je za informativne programe i filmski sadržaj, dok rijaliti i dečiji program ne prati. Kombinuje više medija za pronalaženje sadržaja, a smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno u mediju Informer."
Beograd,Žensko,Četvorogodišnja srednja škola,Učenik/Student,srpska ,Grad (Urbano naselje),18 do 29,"Ispitanik koristi kablovsku televiziju, internet usluge i striming aplikacije, dok ne koristi zemaljsku antenu. Najčešće koristi internet, provodeći 120 minuta dnevno uz televiziju, 240 minuta na društvenim mrežama i 300 minuta na striming servisima. Ima nisko poverenje u sve medije, uključujući TV stanice i internet portale, a najčešće prati Instagram. Nepristrasnost i dostupnost sadržaja su važni, dok bi promene u uređivačkoj politici ili kašnjenje informacija mogli uticati na njegovo praćenje medija. Zainteresovan je za filmski i muzički program, dok ne prati informativne, dokumentarne ili sportske sadržaje."
Vojvodina,Muško,Četvorogodišnja srednja škola,Zaposlen kod privatnika,srpska ,Grad (Urbano naselje),40 do 49,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku antenu i striming aplikacije. Najčešće provodi 60 minuta dnevno uz televiziju, 120 minuta uz informativne internet portale i 150 minuta na društvenim mrežama, posebno Facebook-u, kojem ima poverenja. Ispitanik kombinuje više medija za pronalaženje sadržaja, a najčešće prati informativno zabavne programe i sportske prenose. Smatra da su štetni sadržaji veoma zastupljeni, posebno u štampanim medijima, i primećuje najviše dezinformacija u Informeru. Zainteresovan je za zabavni i filmski program."
Zapadna Srbija sa Šumadijom,Muško,Četvorogodišnja srednja škola,Penzioner,srpska ,Selo (Ruralno naselje),Više od 70,"Ispitanik koristi zemaljsku (terestrijalnu) antenu za gledanje televizije, provodeći 180 minuta dnevno uz TV, dok ne koristi kablovsku televiziju, internet usluge, striming aplikacije ili društvene mreže. Ima poverenje u nacionalne TV stanice, dok ne veruje u kablovske, specijalizovane informativne kanale, štampane medije i internet portale. Najčešće prati aktuelne informativne emisije i putopise, a kombinuje više medija za pronalaženje sadržaja. Smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno na mediju NovaS."
Zapadna Srbija sa Šumadijom,Muško,Četvorogodišnja srednja škola,Penzioner,srpska ,Selo (Ruralno naselje),Više od 70,"Ispitanik koristi kablovsku televiziju, internet usluge i striming aplikacije, provodeći po 60 minuta dnevno uz televiziju, radio, informativne portale i striming servise. Ima puno poverenje u sve vrste medija, posebno u TV stanice i internet portale. Najčešće prati vesti i domaći filmski program, dok ne pokazuje interesovanje za zabavne, dokumentarne ili sportske sadržaje. Iako ne prati društvene mreže, smatra da bi televizija trebala nuditi naučno-obrazovne sadržaje. Ispitanik veruje da su štetni sadržaji najzastupljeniji na televiziji, posebno na RTS-u."
Južna i Istočna Srbija,Žensko,Dvogodišnja ili trogodišnja srednja škola,Nezaposlen (radno sposoban),srpska ,Selo (Ruralno naselje),30 do 39,"Ispitanik koristi zemaljsku i kablovsku televiziju, kao i internet usluge, dok ne koristi striming aplikacije. Najčešće prati kablovsku televiziju i provodi 150 minuta dnevno gledajući televiziju, 120 minuta na društvenim mrežama, a 50 minuta slušajući radio. Ima puno poverenje u TV stanice koje su vidljive na teritoriji Srbije i u društvene mreže Facebook i Instagram. Kombinuje više medija za pronalaženje sadržaja, a najčešće prati informativno-dokumentarne i zabavne programe, kao i kvizove. Zainteresovan je za muzički i filmski sadržaj, dok ne prati sportski i dečiji program."
Južna i Istočna Srbija,Žensko,Četvorogodišnja srednja škola,Nezaposlen (radno sposoban),srpska ,Grad (Urbano naselje),18 do 29,"Ispitanik koristi kablovsku televiziju, internet usluge i striming aplikacije, dok zemaljsku antenu ne koristi. Najčešće koristi internet, provodeći 30 minuta dnevno uz televiziju, 20 minuta na informativnim portalima, 80 minuta na društvenim mrežama i 120 minuta na striming servisima. Ima poverenje u TikTok i radio stanice, dok ne veruje u većinu drugih medija. Prati informativno-dokumentarne i humorističke programe, dok ne prati sportski i dečiji program. Kombinuje više medija za pronalaženje sadržaja, a smatra da su štetni sadržaji najzastupljeniji na televiziji."
Beograd,Žensko,Završena osnovna škola ili manje,Penzioner,srpska ,Grad (Urbano naselje),60 do 69,"Ispitanik koristi kablovsku televiziju kao jedinu medijsku uslugu, provodeći 360 minuta dnevno gledajući TV, pretežno kanale sa nacionalnom pokrivenošću poput PINK-a. Ima puno poverenje u PINK, koji smatra jednim od glavnih izvora informacija, dok ne prati druge medije ili društvene mreže. Zainteresovan je za informativne programe, posebno vesti, dok su mu ostali sadržaji, poput dokumentarnih ili zabavnih, potpuno neinteresantni. Ne vidi štetne sadržaje u medijima i ne planira promene u izboru medija koji prati."
Zapadna Srbija sa Šumadijom,Muško,Četvorogodišnja srednja škola,Nezaposlen (radno sposoban),srpska ,Grad (Urbano naselje),18 do 29,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku antenu, striming aplikacije ili informativne portale. Najčešće provodi 180 minuta dnevno na društvenim mrežama, posebno na TikToku, gde ima poverenje. Ne prati TV, radio, ili štampane medije, a ne pokazuje interesovanje za razne medijske teme osim stranih filmova i sportskih prenosa. Iako ne zna koliko su štetni sadržaji zastupljeni u medijima, ne menja medij koji prati zbog uređivačke politike ili gubitka poverenja, već bi to učinio zbog pojave novog medija koji bolje odgovara njegovim potrebama."
Vojvodina,Muško,Visoka  škola ili fakultet,Nezaposlen (radno sposoban),srpska ,Grad (Urbano naselje),18 do 29,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku antenu i striming aplikacije. Najčešće prati kablovske TV stanice, posebno NovaS, i provodi 180 minuta dnevno gledajući televiziju, 240 minuta na informativnim internet portalima i 120 minuta na društvenim mrežama. Ima poverenje u kablovske TV stanice, ali ne u nacionalne. Zainteresovan je za informativne i sportske programe, dok rijaliti i dečiji program ne prati. Kombinuje više medija za pronalaženje sadržaja i smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno na RTS-u."
Zapadna Srbija sa Šumadijom,Muško,Četvorogodišnja srednja škola,Zaposlen kod privatnika,srpska ,Grad (Urbano naselje),50 do 59,"Ispitanik koristi kablovsku televiziju kao primarni izvor medijskih sadržaja, provodeći 90 minuta dnevno gledajući TV i 30 minuta na društvenim mrežama. Ima poverenje u kablovske i specijalizovane informativne kanale, dok ne veruje u nacionalne i lokalne TV stanice. Najčešće prati vesti i putopise, a humorističke emisije su mu omiljene u zabavnom programu. Kombinuje više medija za pronalaženje sadržaja, a najviše štetnih informacija primećuje na internet portalima, posebno na Informeru. Smatra da su štetni sadržaji veoma zastupljeni u medijima."
Zapadna Srbija sa Šumadijom,Muško,Visoka  škola ili fakultet,"Zaposlen u javnoj administraciji (lokalna, republička)",srpska ,Selo (Ruralno naselje),30 do 39,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku antenu i striming aplikacije. Najčešće prati kablovske TV stanice, a dnevno provodi 30 minuta uz televiziju, 60 minuta uz radio, 60 minuta uz informativne internet portale i 90 minuta na društvenim mrežama. Ima poverenje u društvene mreže, ali ne i u TV stanice. Kombinuje više medija za pronalaženje sadržaja, a najčešće prati aktuelne informativne emisije i reportaže. Zainteresovan je za filmski, muzički i sportski program, dok smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno na mediju Pink."
Beograd,Muško,Četvorogodišnja srednja škola,"Zaposlen u javnoj administraciji (lokalna, republička)",srpska ,Grad (Urbano naselje),50 do 59,"Ispitanik koristi kablovsku televiziju, internet usluge i striming aplikacije, pri čemu najčešće prati kablovsku televiziju. Dnevno provodi 60 minuta gledajući televiziju, 30 minuta slušajući radio, 60 minuta na informativnim internet portalima, 39 minuta na društvenim mrežama i 180 minuta na striming servisima. Kombinuje više medija za pronalaženje sadržaja, a najčešće prati informativno-zabavni program i reportaže. Ispitanik nema poverenja u medije, smatra da su štetni sadržaji veoma zastupljeni, posebno na televiziji, a najviše ih primećuje na kanalu Pink."
Južna i Istočna Srbija,Žensko,Dvogodišnja ili trogodišnja srednja škola,Nezaposlen (radno sposoban),romska,Selo (Ruralno naselje),30 do 39,"Ispitanik koristi zemaljsku (terestrijalnu) antenu za gledanje televizije, provodeći 60 minuta dnevno uz TV i radio, dok ne koristi kablovsku televiziju, internet usluge, striming aplikacije ili društvene mreže. Ima puno poverenje u nacionalne TV stanice i radio, dok ne može da proceni poverenje u kablovske i specijalizovane informativne kanale. Najčešće prati vesti i zabavne programe, posebno takmičenja. Medijske sadržaje pronalazi isključivo preko PINK-a, svakodnevno, i smatra da su štetni sadržaji najzastupljeniji na televiziji, posebno na N1."
Vojvodina,Žensko,Četvorogodišnja srednja škola,Zaposlen kod privatnika,neka druga,Grad (Urbano naselje),50 do 59,"Ispitanik koristi kablovsku televiziju i internet usluge, dok ne koristi zemaljsku antenu i striming aplikacije. Najčešće prati kablovske TV stanice i provodi 120 minuta dnevno gledajući televiziju, 30 minuta slušajući radio, 45 minuta na informativnim internet portalima i 35 minuta na društvenim mrežama. Ima poverenje u radio stanice i internet sajtove, dok nema poverenje u većinu TV stanica. Prati Facebook svakodnevno, ali ne smatra da mu mediji pružaju pravovremene informacije. Zainteresovan je za naučno-obrazovne, kulturno-umetničke i zabavne programe, dok ne prati sportski program."
